name,calories,protein,carbs,fat,sugar,benefits,cons,advice
buckwheat cooked,155,5.7,33.5,1.0,1.5,Contains nutrition,Depends on quantity,Maintain balanced diet
millet puffed,74,2.7,16.8,0.7,0.1,Contains nutrition,Depends on quantity,Maintain balanced diet
oat bran raw,23,1.3,4.9,0.5,0.1,Contains nutrition,Depends on quantity,Maintain balanced diet
popcorn oil popped,64,0.8,5.0,4.8,0.027,Contains nutrition,Depends on quantity,Maintain balanced diet
kamut cooked,251,11.1,52.4,1.6,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
wheat bran,125,9.0,37.4,2.5,0.2,Contains nutrition,Depends on quantity,Maintain balanced diet
cheese popcorn,58,1.0,5.7,3.7,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
raisin bran crunch kelloggs,90,1.9,21.2,0.5,9.0,Contains nutrition,Depends on quantity,Maintain balanced diet
couscous cooked,176,6.0,36.5,0.3,0.2,Contains nutrition,Depends on quantity,Maintain balanced diet
multigrain cheerios general mills,4,0.038,1.0,0.005,0.2,Contains nutrition,Depends on quantity,Maintain balanced diet
bulgur cooked,151,5.6,33.8,0.4,0.2,Contains nutrition,Depends on quantity,Maintain balanced diet
popcorn air popped,31,1.0,6.2,0.4,0.086,Contains nutrition,Depends on quantity,Maintain balanced diet
teff raw,708,25.7,141.1,4.6,3.6,Contains nutrition,Depends on quantity,Maintain balanced diet
spelt cooked,246,10.7,51.3,1.6,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
millet raw,756,22.0,145.7,8.4,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
popcorn unpopped,106,3.1,20.9,1.2,0.3,Contains nutrition,Depends on quantity,Maintain balanced diet
whole wheat cooked,150,4.8,33.2,1.0,0.2,Contains nutrition,Depends on quantity,Maintain balanced diet
wheat sprouted,214,8.1,45.9,1.4,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
whole wheat dry,96,3.1,21.1,0.6,0.1,Contains nutrition,Depends on quantity,Maintain balanced diet
caramel popcorn,122,1.1,22.4,3.6,15.1,Contains nutrition,Depends on quantity,Maintain balanced diet
wheat puffed,44,1.8,9.6,0.1,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
roggenmischbrot sonnenblumenkerne aldi,82,0.0,0.0,3.1,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
wheat germ,112,7.2,16.1,3.0,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
microwave popcorn,465,7.3,49.8,26.3,0.3,Contains nutrition,Depends on quantity,Maintain balanced diet
millet cooked,207,6.1,41.2,1.7,0.2,Contains nutrition,Depends on quantity,Maintain balanced diet
kamut raw,627,27.3,130.9,4.1,15.2,Contains nutrition,Depends on quantity,Maintain balanced diet
wheat durum,651,26.3,136.6,4.7,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
sorghum,651,21.7,143.3,6.3,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
white wheat,657,21.7,145.7,3.3,0.8,Contains nutrition,Depends on quantity,Maintain balanced diet
rye,571,17.5,128.2,2.8,1.7,Contains nutrition,Depends on quantity,Maintain balanced diet
spelt raw,588,25.4,122.1,4.2,11.9,Contains nutrition,Depends on quantity,Maintain balanced diet
buckwheat raw,41,1.6,8.6,0.4,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
honey cereali general mills,104,0.0,3.0,2.0,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
barley cooked,193,3.5,44.3,0.7,0.4,Contains nutrition,Depends on quantity,Maintain balanced diet
oats,39,1.7,6.6,0.7,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
amaranth raw,37,1.4,6.5,0.7,0.2,Contains nutrition,Depends on quantity,Maintain balanced diet
semolina,601,21.2,121.6,1.8,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
quinoa dry,221,8.5,38.5,3.6,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
wheat shredded,155,5.2,36.2,1.0,0.4,Contains nutrition,Depends on quantity,Maintain balanced diet
cattail,5,0.2,1.0,0.0,0.074,Contains nutrition,Depends on quantity,Maintain balanced diet
peanut granola bar,116,2.4,15.0,5.7,8.2,Contains nutrition,Depends on quantity,Maintain balanced diet
vanilla bluberry bar kind,49,0.0,0.9,1.4,0.096,Contains nutrition,Depends on quantity,Maintain balanced diet
coconut granola bar,150,1.5,15.6,9.1,9.7,Contains nutrition,Depends on quantity,Maintain balanced diet
almond granola bar,119,1.8,14.9,6.1,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
chocolate chip granola bar,105,1.8,17.3,3.9,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
fruit granola bar,82,1.4,18.6,0.2,13.3,Contains nutrition,Depends on quantity,Maintain balanced diet
granola bar,99,2.1,13.5,4.2,6.0,Contains nutrition,Depends on quantity,Maintain balanced diet
peanut bar,209,6.2,19.0,13.5,16.9,Contains nutrition,Depends on quantity,Maintain balanced diet
milk cereal bar,103,1.6,18.0,2.7,11.5,Contains nutrition,Depends on quantity,Maintain balanced diet
almond rice bar,128,2.0,18.1,5.7,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
fruit nut squares,55,0.3,10.3,1.3,6.4,Contains nutrition,Depends on quantity,Maintain balanced diet
rice wheat cereal bar,90,2.0,16.0,2.0,7.0,Contains nutrition,Depends on quantity,Maintain balanced diet
crisped rice bar,113,1.4,20.4,3.8,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
brown rice raw,685,14.7,142.9,5.4,1.6,Contains nutrition,Depends on quantity,Maintain balanced diet
rice pilaf cooked,352,7.0,61.1,8.8,0.6,Contains nutrition,Depends on quantity,Maintain balanced diet
beef flavored rice raw,657,19.8,139.1,2.3,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
wild rice cooked,166,6.5,35.0,0.6,1.2,Contains nutrition,Depends on quantity,Maintain balanced diet
wild rice raw,571,23.6,119.8,1.7,4.0,Contains nutrition,Depends on quantity,Maintain balanced diet
congee with pork shrimp and squid plus egg,178,0.0,0.0,0.3,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
white rice pasta cooked,246,5.1,43.3,5.7,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
chicken flavored rice raw,601,17.9,127.3,2.2,4.0,Contains nutrition,Depends on quantity,Maintain balanced diet
instant white rice raw,361,7.4,78.2,0.9,0.026,Contains nutrition,Depends on quantity,Maintain balanced diet
rice crisps,107,1.8,24.1,0.4,2.3,Contains nutrition,Depends on quantity,Maintain balanced diet
parboiled white rice raw,692,13.9,149.6,1.9,0.6,Contains nutrition,Depends on quantity,Maintain balanced diet
instant white rice cooked,193,3.6,41.4,0.8,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
rice pilaf raw,732,21.3,155.7,2.8,3.1,Contains nutrition,Depends on quantity,Maintain balanced diet
rice cracker cake,111,2.0,23.0,1.2,0.2,Contains nutrition,Depends on quantity,Maintain balanced diet
parboiled white rice cooked,194,4.6,41.2,0.6,0.2,Contains nutrition,Depends on quantity,Maintain balanced diet
white rice steamed,199,4.2,44.7,0.4,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
brown rice cake,35,0.7,7.3,0.3,0.047,Contains nutrition,Depends on quantity,Maintain balanced diet
glutinous white rice raw,685,12.6,151.1,1.0,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
white rice pasta raw,600,15.3,122.8,4.0,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
glutinous white rice cooked,169,3.5,36.7,0.3,0.078,Contains nutrition,Depends on quantity,Maintain balanced diet
brown rice cooked,218,4.5,45.8,1.6,0.7,Contains nutrition,Depends on quantity,Maintain balanced diet
beef flavored rice cooked,319,7.0,54.4,7.9,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
white rice cooked,205,4.3,44.5,0.4,0.015,Contains nutrition,Depends on quantity,Maintain balanced diet
chicken flavored rice cooked,317,6.2,54.8,8.0,1.5,Contains nutrition,Depends on quantity,Maintain balanced diet
white rice raw,675,13.2,147.9,1.2,0.2,Contains nutrition,Depends on quantity,Maintain balanced diet
cheese imitation,441,28.3,1.1,36.2,1.1,Contains nutrition,Depends on quantity,Maintain balanced diet
cheshire cheese,110,6.6,1.4,8.7,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
monterey cheese,421,27.7,0.8,34.2,0.6,Contains nutrition,Depends on quantity,Maintain balanced diet
edam cheese,107,7.5,0.4,8.3,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
fontina cheese,420,27.6,1.7,33.6,1.7,Contains nutrition,Depends on quantity,Maintain balanced diet
monterey cheese low fat,350,31.9,0.8,24.4,0.6,Contains nutrition,Depends on quantity,Maintain balanced diet
colby cheese,445,26.8,2.9,36.3,0.6,Contains nutrition,Depends on quantity,Maintain balanced diet
american cheese,93,4.5,0.9,7.9,0.6,Contains nutrition,Depends on quantity,Maintain balanced diet
blue cheese,106,6.4,0.7,8.6,0.2,Contains nutrition,Depends on quantity,Maintain balanced diet
nectarine,66,1.6,15.8,0.5,11.8,Contains nutrition,Depends on quantity,Maintain balanced diet
kiwifruit gold,51,0.8,12.8,0.2,10.0,Contains nutrition,Depends on quantity,Maintain balanced diet
prickly pear raw,8,0.001,1.9,0.072,0.2,Contains nutrition,Depends on quantity,Maintain balanced diet
pineapple,45,0.5,11.8,0.1,8.9,Contains nutrition,Depends on quantity,Maintain balanced diet
rowan,253,5.2,54.5,4.6,32.1,Contains nutrition,Depends on quantity,Maintain balanced diet
muscadine grapes,3,0.014,0.8,0.056,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
heidelbeeren jutro,17,0.0,0.4,0.2,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
prunes stewed,316,3.4,83.2,0.7,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
tangerine,40,0.6,10.1,0.2,8.0,Contains nutrition,Depends on quantity,Maintain balanced diet
prunes,237,2.6,62.3,0.5,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
lemon peel,1,0.032,0.3,0.002,0.054,Contains nutrition,Depends on quantity,Maintain balanced diet
banana,134,1.6,34.3,0.5,18.3,Contains nutrition,Depends on quantity,Maintain balanced diet
raspberries,5,0.1,1.2,0.034,0.4,Contains nutrition,Depends on quantity,Maintain balanced diet
apricot,17,0.5,3.9,0.1,3.2,Contains nutrition,Depends on quantity,Maintain balanced diet
strawberry guava,4,0.01,1.0,0.008,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
kiwifruit green,42,0.8,10.1,0.4,6.2,Contains nutrition,Depends on quantity,Maintain balanced diet
figs,37,0.4,9.6,0.2,8.1,Contains nutrition,Depends on quantity,Maintain balanced diet
clementine,35,0.6,8.9,0.1,6.8,Contains nutrition,Depends on quantity,Maintain balanced diet
orange,86,1.7,21.6,0.2,17.2,Contains nutrition,Depends on quantity,Maintain balanced diet
bartlett pear,112,0.7,26.6,0.3,17.2,Contains nutrition,Depends on quantity,Maintain balanced diet
red white currants,63,1.6,15.5,0.2,8.3,Contains nutrition,Depends on quantity,Maintain balanced diet
blueberries,84,1.1,21.4,0.5,14.7,Contains nutrition,Depends on quantity,Maintain balanced diet
mulberries,6,0.2,1.5,0.049,1.2,Contains nutrition,Depends on quantity,Maintain balanced diet
java plum,2,0.034,0.5,0.029,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
prune puree,46,0.4,11.7,0.02,7.0,Contains nutrition,Depends on quantity,Maintain balanced diet
applesauce,102,0.4,27.5,0.2,22.9,Contains nutrition,Depends on quantity,Maintain balanced diet
blackberries raw,62,2.0,13.8,0.7,7.0,Contains nutrition,Depends on quantity,Maintain balanced diet
plum,30,0.5,7.5,0.2,6.5,Contains nutrition,Depends on quantity,Maintain balanced diet
american grapes,2,0.035,0.4,0.087,0.4,Contains nutrition,Depends on quantity,Maintain balanced diet
peach,59,1.4,14.3,0.4,12.6,Contains nutrition,Depends on quantity,Maintain balanced diet
honeydew melon,64,1.0,16.1,0.2,14.4,Contains nutrition,Depends on quantity,Maintain balanced diet
yellow plantain fried,399,2.4,68.9,12.7,36.8,Contains nutrition,Depends on quantity,Maintain balanced diet
rose hips,206,2.0,48.5,0.4,3.3,Contains nutrition,Depends on quantity,Maintain balanced diet
lemons,17,0.6,5.4,0.2,1.5,Contains nutrition,Depends on quantity,Maintain balanced diet
lime,20,0.5,7.1,0.1,1.1,Contains nutrition,Depends on quantity,Maintain balanced diet
pomegranate,117,2.4,26.4,1.6,19.3,Contains nutrition,Depends on quantity,Maintain balanced diet
gooseberries,66,1.3,15.3,0.9,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
asian pear,51,0.6,13.0,0.3,8.6,Contains nutrition,Depends on quantity,Maintain balanced diet
abiyuch,157,3.4,40.1,0.2,19.5,Contains nutrition,Depends on quantity,Maintain balanced diet
horned melon kiwano,92,3.7,15.8,2.6,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
fruit walnut salad mcdonalds,312,4.8,43.8,13.3,32.9,Contains nutrition,Depends on quantity,Maintain balanced diet
grapefruit,53,1.0,13.3,0.2,8.6,Contains nutrition,Depends on quantity,Maintain balanced diet
japanese persimmon,118,1.0,31.2,0.3,21.1,Contains nutrition,Depends on quantity,Maintain balanced diet
wild raspberries,81,1.5,18.0,0.4,7.2,Contains nutrition,Depends on quantity,Maintain balanced diet
pink lady apple,18,0.1,3.9,0.1,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
maraschino cherries,8,0.06,2.1,0.083,1.9,Contains nutrition,Depends on quantity,Maintain balanced diet
black currants,71,1.6,17.2,0.5,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
plantain cooked,179,1.2,48.0,0.3,21.6,Contains nutrition,Depends on quantity,Maintain balanced diet
crab apple,84,0.4,21.9,0.3,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
pom potes materne,19,0.0,0.2,0.2,0.068,Contains nutrition,Depends on quantity,Maintain balanced diet
apple,95,0.5,25.1,0.3,18.9,Contains nutrition,Depends on quantity,Maintain balanced diet
cantaloupe melon,60,1.5,14.4,0.3,13.9,Contains nutrition,Depends on quantity,Maintain balanced diet
prickly pear cooked,7,0.091,1.6,0.043,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
guava,37,1.4,7.9,0.5,4.9,Contains nutrition,Depends on quantity,Maintain balanced diet
strawberries,4,0.01,0.9,0.069,0.6,Contains nutrition,Depends on quantity,Maintain balanced diet
japanese persimmon dried,93,0.5,25.0,0.2,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
watermelon,86,1.7,21.6,0.4,17.7,Contains nutrition,Depends on quantity,Maintain balanced diet
elderberries,106,1.0,26.7,0.7,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
kumquat,13,0.4,3.0,0.2,1.8,Contains nutrition,Depends on quantity,Maintain balanced diet
orange peel,6,0.093,1.5,0.017,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
pokeberry shoots cooked,33,3.8,5.1,0.7,2.6,Contains nutrition,Depends on quantity,Maintain balanced diet
breadfruit,227,2.4,59.7,0.5,24.2,Contains nutrition,Depends on quantity,Maintain balanced diet
pear,101,0.6,27.1,0.2,17.4,Contains nutrition,Depends on quantity,Maintain balanced diet
sour cherries,52,1.0,12.5,0.3,8.7,Contains nutrition,Depends on quantity,Maintain balanced diet
plantain raw,218,2.3,57.1,0.6,31.3,Contains nutrition,Depends on quantity,Maintain balanced diet
blackberries frozen,97,1.8,23.7,0.6,16.1,Contains nutrition,Depends on quantity,Maintain balanced diet
cherries,5,0.068,1.3,0.056,1.0,Contains nutrition,Depends on quantity,Maintain balanced diet
plantain fried,16,0.023,2.6,0.6,0.2,Contains nutrition,Depends on quantity,Maintain balanced diet
carambola starfruit,26,0.9,5.7,0.3,3.4,Contains nutrition,Depends on quantity,Maintain balanced diet
chayote cooked,35,1.0,7.2,0.8,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
apple dippers mcdonalds,33,0.0,8.2,0.0,6.3,Contains nutrition,Depends on quantity,Maintain balanced diet
white grapefruit,78,1.6,19.8,0.2,17.3,Contains nutrition,Depends on quantity,Maintain balanced diet
cherimoya,176,3.7,41.6,1.6,30.2,Contains nutrition,Depends on quantity,Maintain balanced diet
melon balls,57,1.5,13.7,0.4,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
golden delicious apple,62,0.3,14.8,0.2,10.9,Contains nutrition,Depends on quantity,Maintain balanced diet
pokeberry shoots raw,37,4.2,5.9,0.6,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
cranberries,21,0.2,5.4,0.014,1.9,Contains nutrition,Depends on quantity,Maintain balanced diet
quince,52,0.4,14.1,0.012,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
chayote raw,25,1.1,6.0,0.2,2.2,Contains nutrition,Depends on quantity,Maintain balanced diet
orange with peel,100,2.1,24.6,0.5,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
chokecherries,249,4.7,51.8,2.6,14.4,Contains nutrition,Depends on quantity,Maintain balanced diet
mango,202,2.8,50.3,1.3,45.9,Contains nutrition,Depends on quantity,Maintain balanced diet
wild plum,147,0.7,35.3,0.3,17.1,Contains nutrition,Depends on quantity,Maintain balanced diet
jeijoa,148,1.7,37.0,1.0,19.9,Contains nutrition,Depends on quantity,Maintain balanced diet
groundcherries,74,2.7,15.7,1.0,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
pesca,30,0.0,0.0,0.1,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
persimmon,32,0.2,8.4,0.1,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
grapes,3,0.045,0.9,0.044,0.8,Contains nutrition,Depends on quantity,Maintain balanced diet
rambutan canned,175,1.4,44.7,0.4,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
figs canned,14,0.1,3.8,0.039,3.2,Contains nutrition,Depends on quantity,Maintain balanced diet
prunes canned,246,2.0,65.1,0.5,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
pineapples canned,28,0.2,7.4,0.05,6.8,Contains nutrition,Depends on quantity,Maintain balanced diet
prune plums canned,27,0.2,7.0,0.075,6.5,Contains nutrition,Depends on quantity,Maintain balanced diet
tangerines canned,92,1.5,23.8,0.1,22.1,Contains nutrition,Depends on quantity,Maintain balanced diet
fruit cocktail canned,109,1.1,28.1,0.053,25.7,Contains nutrition,Depends on quantity,Maintain balanced diet
sour cherries canned,189,1.9,48.6,0.3,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
